openalex_id,title,year,source,type,primary_topic,subfield,field,domain,doi,cited_by_count,num_referenced_works
W4313128794,Sonification of Navigation Instructions for People with Visual Impairment,2022,SSRN Electronic Journal,preprint,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.2139/ssrn.4255392,3,0
W2736259092,Information-theoretic Performance Analysis of Azimuthal Localization for Spatial-Auditory Display of Beamformed Sonar Data,2010,,article,Underwater Acoustics Research,Oceanography,Earth and Planetary Sciences,Physical Sciences,,3,19
W4400269829,Online reach adjustments induced by real-time movement sonification,2024,Human Movement Science,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1016/j.humov.2024.103250,4,78
W2398104833,A Portable system for data sonification,1992,,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,,2,0
W71569423,"""Informative auditory warning signals"": a review of published material within the HCI and Auditory Display communities",2007,,review,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,,3,20
W177417147,Paleontological Sonification: Letting Music Bring Fossils to Your Ears,2005,Journal of Geoscience Education,article,Cognitive Science and Education Research,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.5408/1089-9995-53.3.271,4,0
W2886628190,Web sonification with synesthesia tools,2018,Música Hodie,article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.5216/mh.v18i1.53572,2,32
W4295699277,"Evaluating the efficacy of sonification for signal detection in univariate, evenly sampled light curves using astronify",2022,arXiv (Cornell University),preprint,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.48550/arxiv.2209.04465,4,0
W2396878506,Digiti Sonus: Advanced Interactive Fingerprint Sonification Using Visual Feature Analysis,2013,,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.5281/zenodo.1178548,5,11
W4387623868,"It Sounds Cool: Exploring Sonification of Mid-Air Haptic Textures Exploration on Texture Judgments, Body Perception, and Motor Behaviour",2023,IEEE Transactions on Haptics,article,Multisensory perception and integration,Experimental and Cognitive Psychology,Psychology,Social Sciences,https://doi.org/10.1109/toh.2023.3320492,9,57
W3177324217,Sonification System of Maps for Blind,2008,InTech eBooks,book-chapter,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.5772/5926,2,25
W1971713402,Cosmic ray sonification: the COSMOPHONE,2011,AI & Society,article,Experimental and Theoretical Physics Studies,Statistical and Nonlinear Physics,Physics and Astronomy,Physical Sciences,https://doi.org/10.1007/s00146-011-0353-3,2,4
W4304775435,Participatory Design of Sonification Development for Learning about Molecular Structures in Virtual Reality,2022,Multimodal Technologies and Interaction,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.3390/mti6100089,5,59
W2954679837,Sonification for network-security monitoring,2018,Oxford University Research Archive (ORA) (University of Oxford),dissertation,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.5287/ora-xqwpjya4r,2,0
W2953470290,Data sonification in creative practice,2019,,dissertation,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,,2,24
W3201669672,Sonification Research and Emerging Topics,2021,Focal Press eBooks,book-chapter,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.4324/9780429356360-14,2,0
W4220663269,The Use of Sonification for the Analysis and Teaching of Interpretive Auditory Nuances,2022,Frontiers in Neuroscience,article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.3389/fnins.2022.808038,2,36
W2022651795,The effect of real-time auditory feedback on learning new characters,2014,Human Movement Science,article,Hearing Impairment and Communication,Developmental and Educational Psychology,Psychology,Social Sciences,https://doi.org/10.1016/j.humov.2014.12.002,56,65
W3184002544,Listening to Dura Europos: An Experiment in Archaeological Image Sonification,2021,Internet Archaeology,article,3D Surveying and Cultural Heritage,Geology,Earth and Planetary Sciences,Physical Sciences,https://doi.org/10.11141/ia.56.8,2,33
W4400798271,Audio augmented reality using sonification to enhance visual art experiences: Lessons learned,2024,International Journal of Human-Computer Studies,article,Virtual Reality Applications and Impacts,Human-Computer Interaction,Computer Science,Physical Sciences,https://doi.org/10.1016/j.ijhcs.2024.103329,4,94
W2125672489,Effects of Training and Auditory Context on Performance of a Point Estimation Sonification Task,2004,Proceedings of the Human Factors and Ergonomics Society Annual Meeting,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1177/154193120404801608,3,14
W4365460690,Evaluation of short range depth sonifications for visual-to-auditory sensory substitution,2023,arXiv (Cornell University),preprint,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.48550/arxiv.2304.05462,4,0
W2802384224,SoniFight: Software to Provide Additional Sonification Cues to Video Games for Visually Impaired Players,2018,The Computer Games Journal,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1007/s40869-018-0059-6,5,9
W2157400060,DoppelLab : spatialized data sonification in a 3D virtual environment,2013,DSpace@MIT (Massachusetts Institute of Technology),dissertation,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,,3,25
W4312668095,THE POWER OF LISTENING TO YOUR DATA: OPENING DOORS AND ENHANCING DISCOVERY USING SONIFICATION,2022,Revista Mexicana de Astronomía y Astrofísica Serie de Conferencias,article,Neuroscience and Music Perception,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.22201/ia.14052059p.2022.54.01,5,11
W4280516949,PAMPAS: A PsychoAcoustical Method for the Perceptual Analysis of Multidimensional Sonification,2022,Preprints.org,preprint,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.20944/preprints202205.0167.v1,3,83
W2121752185,A system for the complementary visualization of 3D volume images using 2D and 3D binaurally processed sonification representations,1996,IEEE Visualization,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.5555/244979.245632,7,7
W2553308749,OVERCOMING SOFTWARE INERTIA IN DATA SONIFICATION RESEARCH USING THE SoniPy FRAMEWORK,2007,,article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,,4,9
W2369929118,"Comparative study on the effect of Parameter Mapping Sonification on perceived instabilities, efficiency, and accuracy in real-time interactive exploration of noisy data streams",2016,Displays,article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.1016/j.displa.2016.05.001,7,60
W2553308749,OVERCOMING SOFTWARE INERTIA IN DATA SONIFICATION RESEARCH USING THE SoniPy FRAMEWORK,2007,,article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,,4,9
W2949600973,Sonification in security operations centres: what do security practitioners think?,2018,arXiv (Cornell University),preprint,User Authentication and Security Systems,Information Systems,Computer Science,Physical Sciences,https://doi.org/10.48550/arxiv.1807.06706,4,33
W4280516949,PAMPAS: A PsychoAcoustical Method for the Perceptual Analysis of Multidimensional Sonification,2022,Preprints.org,preprint,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.20944/preprints202205.0167.v1,3,83
W2028819925,Apropos sonification: a broad view of data as music and sound,2011,AI & Society,article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.1007/s00146-011-0339-1,3,5
W2072927538,Masked Thresholds and Predicting the Audibility of Auditory Displays: An Example for Long-Haul Trucks,2002,Proceedings of the Human Factors and Ergonomics Society Annual Meeting,article,Vehicle Noise and Vibration Control,Automotive Engineering,Engineering,Physical Sciences,https://doi.org/10.1177/154193120204601901,2,2
W2734960309,"Climate and Music, Beyond Sonification: Balance-Unbalance 2016",2017,Leonardo,article,Neuroscience and Music Perception,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1162/leon_a_01527,3,10
W2303741391,Virtual reality simulator for sonification studies,2009,Computational intelligence,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,,2,2
W4322503920,Sonification Use Cases in Highly Automated Vehicles: Designing and Evaluating Use Cases in Level 4 Automation,2023,International Journal of Human-Computer Interaction,article,Human-Automation Interaction and Safety,Social Psychology,Psychology,Social Sciences,https://doi.org/10.1080/10447318.2023.2180236,5,44
W2107071826,Sonimime: Movement Sonification For Real-Time Timbre Shaping,2005,,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.5281/zenodo.1176740,3,2
W2189059323,Effects of training and context on human performance in a point estimation sonification task,2003,SMARTech Repository (Georgia Institute of Technology),dissertation,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,,4,31
W2047042583,Concurrent 3-D Sonifications Enable the Head-Up Monitoring of Two Interrelated Aircraft Navigation Instruments,2014,Human Factors The Journal of the Human Factors and Ergonomics Society,article,Human-Automation Interaction and Safety,Social Psychology,Psychology,Social Sciences,https://doi.org/10.1177/0018720814536443,4,29
W2024339013,Sonification as Sensemaking in Control Room Applications,2013,Proceedings of the Human Factors and Ergonomics Society Annual Meeting,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1177/1541931213571318,2,11
W4404075198,Sonification of Deproteinized Bovine Bone Functionalized with Genistein Enhances Bone Repair in Peri-Implant Bone Defects in Ovariectomized Rats,2024,Journal of Functional Biomaterials,article,Phytoestrogen effects and research,Pathology and Forensic Medicine,Medicine,Health Sciences,https://doi.org/10.3390/jfb15110328,8,61
W4249776178,Artificial intelligence &amp; self-consistent sonification method for converting DNA sequence to music,2019,Biointerface Research in Applied Chemistry,article,Plant and Biological Electrophysiology Studies,Plant Science,Agricultural and Biological Sciences,Life Sciences,https://doi.org/10.33263/briac96.494501,5,53
W2186293173,Sonification of multiple Fibonacci-related sequences,2013,"Acta Biologica Plantarum Agriensis (Eszterházy Károly University, Hungary)",article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,,2,2
W2186404723,Auditory Graphs Need Error Bars: Validating Error-to-Sound Mappings and Scalings,2013,,article,Multisensory perception and integration,Experimental and Cognitive Psychology,Psychology,Social Sciences,,2,11
W2025645323,Navigation of interactive sonifications and visualisations of time-series data using multi-touch computing,2011,Journal on Multimodal User Interfaces,article,Data Visualization and Analytics,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.1007/s12193-011-0075-3,5,45
W255636121,Using Sounds and Sonifications for Astronomy Outreach,2006,IAUSS,article,"Radio, Podcasts, and Digital Media",Communication,Social Sciences,Social Sciences,,2,0
